specie;breed;gender;birthdate;insurance_carrier;r;l;d;commercialPremium
dog;australian sheperd;female;01/05/2022;3;0.7;1800;0;233.724770642202
dog;australian sheperd;female;01/05/2022;3;0.8;1800;0;272.697247706422
dog;australian sheperd;female;01/05/2022;3;0.9;1800;0;312.660550458716
dog;australian sheperd;female;01/05/2022;3;1;1800;0;433.54128440367
dog;australian sheperd;female;01/05/2022;3;0.6;2000;0;208.183486238532
dog;australian sheperd;female;01/05/2022;3;0.7;2000;0;248.917431192661
dog;australian sheperd;female;01/05/2022;3;0.8;2000;0;291.082568807339
dog;australian sheperd;female;01/05/2022;3;0.9;2000;0;334.128440366972
dog;australian sheperd;female;01/05/2022;3;1;2000;0;463.706422018349
dog;australian sheperd;female;01/05/2022;3;0.6;2500;0;238.018348623853
dog;australian sheperd;female;01/05/2022;3;0.7;2500;0;285.467889908257
dog;australian sheperd;female;01/05/2022;3;0.8;2500;0;334.238532110092
dog;australian sheperd;female;01/05/2022;3;0.9;2500;0;384.110091743119
dog;australian sheperd;female;01/05/2022;3;1;2500;0;534.05504587156
dog;australian sheperd;female;01/05/2020;3;0.6;1000;0;161.724770642202
dog;australian sheperd;female;01/05/2020;3;0.7;1000;0;191.559633027523
dog;australian sheperd;female;01/05/2020;3;0.8;1000;0;221.504587155963
dog;australian sheperd;female;01/05/2020;3;0.9;1000;0;252
dog;australian sheperd;female;01/05/2020;3;1;1000;0;307.48623853211
dog;australian sheperd;female;01/05/2020;3;1;1200;0;348
dog;australian sheperd;female;01/05/2020;3;0.6;1200;0;180.660550458716
dog;australian sheperd;female;01/05/2020;3;0.7;1200;0;214.678899082569
dog;australian sheperd;female;01/05/2020;3;0.8;1200;0;249.02752293578
dog;australian sheperd;female;01/05/2020;3;0.9;1200;0;284.036697247706
dog;australian sheperd;female;01/05/2020;3;1;1400;0;412.844036697248
dog;australian sheperd;female;01/05/2020;3;1;1500;0;431.779816513761
dog;australian sheperd;female;01/05/2020;3;0.6;1400;0;197.94495412844
dog;australian sheperd;female;01/05/2020;3;0.7;1400;0;235.926605504587
dog;australian sheperd;female;01/05/2020;3;0.8;1400;0;274.45871559633
dog;australian sheperd;female;01/05/2020;3;0.9;1400;0;313.871559633028
dog;australian sheperd;female;01/05/2020;3;1;1600;0;450.275229357798
dog;australian sheperd;female;01/05/2020;3;1;1800;0;510.165137614679
dog;australian sheperd;female;01/05/2020;3;0.6;1500;0;206.311926605505
dog;australian sheperd;female;01/05/2020;3;0.7;1500;0;245.94495412844
dog;australian sheperd;female;01/05/2020;3;0.8;1500;0;286.678899082569
dog;australian sheperd;female;01/05/2020;3;0.9;1500;0;327.853211009174
dog;australian sheperd;female;01/05/2020;3;1;2000;0;545.504587155963
dog;australian sheperd;female;01/05/2020;3;1;2500;0;628.293577981651
dog;australian sheperd;female;01/05/2020;3;0.6;1600;0;214.348623853211
dog;australian sheperd;female;01/05/2020;3;0.7;1600;0;255.743119266055
dog;australian sheperd;female;01/05/2020;3;0.8;1600;0;298.348623853211
dog;australian sheperd;female;01/05/2020;3;0.9;1600;0;341.614678899083
dog;australian sheperd;female;01/05/2020;3;0.6;1800;0;229.871559633028
dog;australian sheperd;female;01/05/2020;3;0.7;1800;0;274.678899082569
dog;australian sheperd;female;01/05/2020;3;0.8;1800;0;320.807339449541
dog;australian sheperd;female;01/05/2020;3;0.9;1800;0;367.816513761468
dog;australian sheperd;female;01/05/2020;3;0.6;2000;0;244.733944954128
dog;australian sheperd;female;01/05/2020;3;0.7;2000;0;292.844036697248
dog;australian sheperd;female;01/05/2020;3;0.8;2000;0;342.495412844037
dog;australian sheperd;female;01/05/2020;3;0.9;2000;0;393.02752293578
dog;australian sheperd;female;01/05/2020;3;0.6;2500;0;280.183486238532
dog;australian sheperd;female;01/05/2020;3;0.7;2500;0;335.779816513761
dog;australian sheperd;female;01/05/2020;3;0.8;2500;0;393.137614678899
dog;australian sheperd;female;01/05/2020;3;0.9;2500;0;452.146788990826
dog;french bulldog;female;01/01/2024;3;0.6;1000;0;246.275229357798
dog;french bulldog;female;01/01/2024;3;0.7;1000;0;291.633027522936
dog;french bulldog;female;01/01/2024;3;0.8;1000;0;337.43119266055
dog;french bulldog;female;01/01/2024;3;0.9;1000;0;383.779816513761
dog;french bulldog;female;01/01/2024;3;0.6;1200;0;275.229357798165
dog;french bulldog;female;01/01/2024;3;0.7;1200;0;326.862385321101
dog;french bulldog;female;01/01/2024;3;0.8;1200;0;379.596330275229
dog;french bulldog;female;01/01/2024;3;0.9;1200;0;432.660550458716
dog;french bulldog;female;01/01/2024;3;0.6;1400;0;301.54128440367
dog;french bulldog;female;01/01/2024;3;0.7;1400;0;359.449541284404
dog;french bulldog;female;01/01/2024;3;0.8;1400;0;418.348623853211
dog;french bulldog;female;01/01/2024;3;0.9;1400;0;478.238532110092
dog;french bulldog;female;01/01/2024;3;0.6;1500;0;314.422018348624
dog;french bulldog;female;01/01/2024;3;0.7;1500;0;375.082568807339
dog;french bulldog;female;01/01/2024;3;0.8;1500;0;436.733944954128
dog;french bulldog;female;01/01/2024;3;0.9;1500;0;499.706422018349
dog;french bulldog;female;01/01/2024;3;0.6;1600;0;326.642201834862
dog;french bulldog;female;01/01/2024;3;0.7;1600;0;389.834862385321
dog;french bulldog;female;01/01/2024;3;0.8;1600;0;454.348623853211
dog;french bulldog;female;01/01/2024;3;0.9;1600;0;520.403669724771
dog;french bulldog;female;01/01/2024;3;1;1000;0;468.770642201835
dog;french bulldog;female;01/01/2024;3;1;1200;0;530.201834862385
dog;french bulldog;female;01/01/2024;3;0.6;1800;0;350.201834862385
dog;french bulldog;female;01/01/2024;3;0.7;1800;0;418.788990825688
dog;french bulldog;female;01/01/2024;3;0.8;1800;0;488.917431192661
dog;french bulldog;female;01/01/2024;3;0.9;1800;0;560.587155963303
dog;french bulldog;female;01/01/2024;3;1;1400;0;629.284403669725
dog;french bulldog;female;01/01/2024;3;1;1500;0;657.908256880734
dog;french bulldog;female;01/01/2024;3;0.6;2000;0;372.990825688073
dog;french bulldog;female;01/01/2024;3;0.7;2000;0;446.422018348624
dog;french bulldog;female;01/01/2024;3;0.8;2000;0;521.724770642202
dog;french bulldog;female;01/01/2024;3;0.9;2000;0;599.009174311926
dog;french bulldog;female;01/01/2024;3;1;1600;0;686.091743119266
dog;french bulldog;female;01/01/2024;3;1;1800;0;777.467889908257
dog;french bulldog;female;01/01/2024;3;0.6;2500;0;427.045871559633
dog;french bulldog;female;01/01/2024;3;0.7;2500;0;512.036697247706
dog;french bulldog;female;01/01/2024;3;0.8;2500;0;599.339449541284
dog;french bulldog;female;01/01/2024;3;0.9;2500;0;688.844036697248
dog;french bulldog;female;01/01/2024;3;1;2000;0;831.192660550459
dog;french bulldog;female;01/01/2024;3;1;2500;0;957.467889908257
dog;french bulldog;female;01/05/2022;3;0.6;1000;0;261.908256880734
dog;french bulldog;female;01/05/2022;3;0.7;1000;0;310.018348623853
dog;french bulldog;female;01/05/2022;3;0.8;1000;0;358.899082568807
dog;french bulldog;female;01/05/2022;3;0.9;1000;0;408.110091743119
dog;french bulldog;female;01/05/2022;3;1;1000;0;498.165137614679
dog;french bulldog;female;01/05/2022;3;0.6;1200;0;292.623853211009
dog;french bulldog;female;01/05/2022;3;0.7;1200;0;347.339449541284
dog;french bulldog;female;01/05/2022;3;0.8;1200;0;403.155963302752
dog;french bulldog;female;01/05/2022;3;0.9;1200;0;460.073394495413
dog;french bulldog;female;01/05/2022;3;1;1200;0;563.229357798165
dog;french bulldog;female;01/05/2022;3;0.6;1400;0;320.807339449541
dog;french bulldog;female;01/05/2022;3;0.7;1400;0;381.908256880734
dog;french bulldog;female;01/05/2022;3;0.8;1400;0;444.440366972477
dog;french bulldog;female;01/05/2022;3;0.9;1400;0;507.853211009174
dog;french bulldog;female;01/05/2022;3;1;1400;0;668.366972477064
dog;french bulldog;female;01/05/2022;3;0.6;1500;0;333.798165137615
dog;french bulldog;female;01/05/2022;3;0.7;1500;0;398.311926605505
dog;french bulldog;female;01/05/2022;3;0.8;1500;0;464.146788990826
dog;french bulldog;female;01/05/2022;3;0.9;1500;0;530.97247706422
dog;french bulldog;female;01/05/2022;3;1;1500;0;699.082568807339
dog;french bulldog;female;01/05/2022;3;0.6;1600;0;347.119266055046
dog;french bulldog;female;01/05/2022;3;0.7;1600;0;414.165137614679
dog;french bulldog;female;01/05/2022;3;0.8;1600;0;483.082568807339
dog;french bulldog;female;01/05/2022;3;0.9;1600;0;552.990825688073
dog;french bulldog;female;01/05/2022;3;1;1600;0;728.587155963303
dog;french bulldog;female;01/05/2022;3;0.6;1800;0;372
dog;french bulldog;female;01/05/2022;3;0.7;1800;0;445.211009174312
dog;french bulldog;female;01/05/2022;3;0.8;1800;0;519.412844036697
dog;french bulldog;female;01/05/2022;3;0.9;1800;0;595.48623853211
dog;french bulldog;female;01/05/2022;3;1;1800;0;825.908256880734
dog;french bulldog;female;01/05/2022;3;0.6;2000;0;396.550458715596
dog;french bulldog;female;01/05/2022;3;0.7;2000;0;474.165137614679
dog;french bulldog;female;01/05/2022;3;0.8;2000;0;554.532110091743
dog;french bulldog;female;01/05/2022;3;0.9;2000;0;636.440366972477
dog;french bulldog;female;01/05/2022;3;1;2000;0;883.155963302752
dog;french bulldog;female;01/05/2022;3;0.6;2500;0;453.357798165138
dog;french bulldog;female;01/05/2022;3;0.7;2500;0;543.743119266055
dog;french bulldog;female;01/05/2022;3;0.8;2500;0;636.660550458716
dog;french bulldog;female;01/05/2022;3;0.9;2500;0;731.669724770642
dog;french bulldog;female;01/05/2022;3;1;2500;0;1017.35779816514
dog;french bulldog;female;01/05/2020;3;0.6;1000;0;307.926605504587
dog;french bulldog;female;01/05/2020;3;0.7;1000;0;364.844036697248
dog;french bulldog;female;01/05/2020;3;0.8;1000;0;421.871559633028
dog;french bulldog;female;01/05/2020;3;0.9;1000;0;480
dog;french bulldog;female;01/05/2020;3;1;1000;0;585.688073394495
dog;french bulldog;female;01/05/2020;3;1;1200;0;662.752293577982
dog;french bulldog;female;01/05/2020;3;0.6;1200;0;344.036697247706
dog;french bulldog;female;01/05/2020;3;0.7;1200;0;408.880733944954
dog;french bulldog;female;01/05/2020;3;0.8;1200;0;474.385321100917
dog;french bulldog;female;01/05/2020;3;0.9;1200;0;540.880733944954
dog;french bulldog;female;01/05/2020;3;1;1400;0;786.385321100917
dog;french bulldog;female;01/05/2020;3;1;1500;0;822.495412844037
dog;french bulldog;female;01/05/2020;3;0.6;1400;0;377.064220183486
dog;french bulldog;female;01/05/2020;3;0.7;1400;0;449.284403669725
dog;french bulldog;female;01/05/2020;3;0.8;1400;0;522.715596330275
dog;french bulldog;female;01/05/2020;3;0.9;1400;0;597.798165137615
dog;french bulldog;female;01/05/2020;3;1;1600;0;857.614678899083
dog;french bulldog;female;01/05/2020;3;1;1800;0;971.779816513761
dog;french bulldog;female;01/05/2020;3;0.6;1500;0;392.917431192661
dog;french bulldog;female;01/05/2020;3;0.7;1500;0;468.440366972477
dog;french bulldog;female;01/05/2020;3;0.8;1500;0;546.05504587156
dog;french bulldog;female;01/05/2020;3;0.9;1500;0;624.330275229358
dog;french bulldog;female;01/05/2020;3;1;2000;0;1039.15596330275
dog;french bulldog;female;01/05/2020;3;1;2500;0;1196.80733944954
dog;french bulldog;female;01/05/2020;3;0.6;1600;0;408.330275229358
dog;french bulldog;female;01/05/2020;3;0.7;1600;0;487.155963302752
dog;french bulldog;female;01/05/2020;3;0.8;1600;0;568.293577981651
dog;french bulldog;female;01/05/2020;3;0.9;1600;0;650.752293577982
dog;french bulldog;female;01/05/2020;3;0.6;1800;0;437.724770642202
dog;french bulldog;female;01/05/2020;3;0.7;1800;0;523.266055045872
dog;french bulldog;female;01/05/2020;3;0.8;1800;0;611.119266055046
dog;french bulldog;female;01/05/2020;3;0.9;1800;0;700.623853211009
dog;french bulldog;female;01/05/2020;3;0.6;2000;0;466.128440366972
dog;french bulldog;female;01/05/2020;3;0.7;2000;0;557.834862385321
dog;french bulldog;female;01/05/2020;3;0.8;2000;0;652.293577981651
dog;french bulldog;female;01/05/2020;3;0.9;2000;0;748.51376146789
dog;french bulldog;female;01/05/2020;3;0.6;2500;0;533.724770642202
dog;french bulldog;female;01/05/2020;3;0.7;2500;0;639.522935779817
dog;french bulldog;female;01/05/2020;3;0.8;2500;0;748.844036697248
dog;french bulldog;female;01/05/2020;3;0.9;2500;0;861.137614678899
dog;german sheperd;female;01/01/2024;3;0.6;1000;0;166.238532110092
dog;german sheperd;female;01/01/2024;3;0.7;1000;0;196.844036697248
dog;german sheperd;female;01/01/2024;3;0.8;1000;0;227.779816513761
dog;german sheperd;female;01/01/2024;3;0.9;1000;0;259.045871559633
dog;german sheperd;female;01/01/2024;3;0.6;1200;0;185.724770642202
dog;german sheperd;female;01/01/2024;3;0.7;1200;0;220.623853211009
dog;german sheperd;female;01/01/2024;3;0.8;1200;0;256.293577981651
dog;german sheperd;female;01/01/2024;3;0.9;1200;0;292.073394495413
dog;german sheperd;female;01/01/2024;3;0.6;1400;0;203.559633027523
dog;german sheperd;female;01/01/2024;3;0.7;1400;0;242.642201834862
dog;german sheperd;female;01/01/2024;3;0.8;1400;0;282.385321100917
dog;german sheperd;female;01/01/2024;3;0.9;1400;0;322.788990825688
dog;german sheperd;female;01/01/2024;3;0.6;1500;0;212.146788990826
dog;german sheperd;female;01/01/2024;3;0.7;1500;0;253.100917431193
dog;german sheperd;female;01/01/2024;3;0.8;1500;0;294.825688073394
dog;german sheperd;female;01/01/2024;3;0.9;1500;0;337.321100917431
dog;german sheperd;female;01/01/2024;3;0.6;1600;0;220.51376146789
dog;german sheperd;female;01/01/2024;3;0.7;1600;0;263.229357798165
dog;german sheperd;female;01/01/2024;3;0.8;1600;0;306.715596330275
dog;german sheperd;female;01/01/2024;3;0.9;1600;0;351.302752293578
dog;german sheperd;female;01/01/2024;3;1;1000;0;316.403669724771
dog;german sheperd;female;01/01/2024;3;1;1200;0;357.908256880734
dog;german sheperd;female;01/01/2024;3;0.6;1800;0;236.366972477064
dog;german sheperd;female;01/01/2024;3;0.7;1800;0;282.715596330275
dog;german sheperd;female;01/01/2024;3;0.8;1800;0;330.05504587156
dog;german sheperd;female;01/01/2024;3;0.9;1800;0;378.385321100917
dog;german sheperd;female;01/01/2024;3;1;1400;0;424.733944954128
dog;german sheperd;female;01/01/2024;3;1;1500;0;444.110091743119
dog;german sheperd;female;01/01/2024;3;0.6;2000;0;251.779816513761
dog;german sheperd;female;01/01/2024;3;0.7;2000;0;301.321100917431
dog;german sheperd;female;01/01/2024;3;0.8;2000;0;352.183486238532
dog;german sheperd;female;01/01/2024;3;0.9;2000;0;404.366972477064
dog;german sheperd;female;01/01/2024;3;1;1600;0;463.155963302752
dog;german sheperd;female;01/01/2024;3;1;1800;0;524.807339449541
dog;german sheperd;female;01/01/2024;3;0.6;2500;0;288.220183486238
dog;german sheperd;female;01/01/2024;3;0.7;2500;0;345.577981651376
dog;german sheperd;female;01/01/2024;3;0.8;2500;0;404.477064220183
dog;german sheperd;female;01/01/2024;3;0.9;2500;0;465.02752293578
dog;german sheperd;female;01/01/2024;3;1;2000;0;561.02752293578
dog;german sheperd;female;01/01/2024;3;1;2500;0;646.238532110092
dog;german sheperd;female;01/05/2022;3;0.6;1000;0;176.807339449541
dog;german sheperd;female;01/05/2022;3;0.7;1000;0;209.284403669725
dog;german sheperd;female;01/05/2022;3;0.8;1000;0;242.311926605505
dog;german sheperd;female;01/05/2022;3;0.9;1000;0;275.449541284404
dog;german sheperd;female;01/05/2022;3;1;1000;0;336.220183486239
dog;german sheperd;female;01/05/2022;3;0.6;1200;0;197.504587155963
dog;german sheperd;female;01/05/2022;3;0.7;1200;0;234.495412844037
dog;german sheperd;female;01/05/2022;3;0.8;1200;0;272.146788990826
dog;german sheperd;female;01/05/2022;3;0.9;1200;0;310.56880733945
dog;german sheperd;female;01/05/2022;3;1;1200;0;380.146788990826
dog;german sheperd;female;01/05/2022;3;0.6;1400;0;216.550458715596
dog;german sheperd;female;01/05/2022;3;0.7;1400;0;257.834862385321
dog;german sheperd;female;01/05/2022;3;0.8;1400;0;300
dog;german sheperd;female;01/05/2022;3;0.9;1400;0;342.825688073394
dog;german sheperd;female;01/05/2022;3;1;1400;0;451.155963302752
dog;german sheperd;female;01/05/2022;3;0.6;1500;0;225.357798165138
dog;german sheperd;female;01/05/2022;3;0.7;1500;0;268.844036697248
dog;german sheperd;female;01/05/2022;3;0.8;1500;0;313.321100917431
dog;german sheperd;female;01/05/2022;3;0.9;1500;0;358.348623853211
dog;german sheperd;female;01/05/2022;3;1;1500;0;471.963302752293
dog;german sheperd;female;01/05/2022;3;0.6;1600;0;234.275229357798
dog;german sheperd;female;01/05/2022;3;0.7;1600;0;279.633027522936
dog;german sheperd;female;01/05/2022;3;0.8;1600;0;326.091743119266
dog;german sheperd;female;01/05/2022;3;0.9;1600;0;373.211009174312
dog;german sheperd;female;01/05/2022;3;1;1600;0;491.779816513761
dog;german sheperd;female;01/05/2022;3;0.6;1800;0;251.119266055046
dog;german sheperd;female;01/05/2022;3;0.7;1800;0;300.550458715596
dog;german sheperd;female;01/05/2022;3;0.8;1800;0;350.642201834862
dog;german sheperd;female;01/05/2022;3;0.9;1800;0;401.94495412844
dog;german sheperd;female;01/05/2022;3;1;1800;0;557.504587155963
dog;german sheperd;female;01/05/2022;3;0.6;2000;0;267.633027522936
dog;german sheperd;female;01/05/2022;3;0.7;2000;0;320.036697247706
dog;german sheperd;female;01/05/2022;3;0.8;2000;0;374.311926605505
dog;german sheperd;female;01/05/2022;3;0.9;2000;0;429.577981651376
dog;german sheperd;female;01/05/2022;3;1;2000;0;596.146788990826
dog;german sheperd;female;01/05/2022;3;0.6;2500;0;306.05504587156
dog;german sheperd;female;01/05/2022;3;0.7;2500;0;367.045871559633
dog;german sheperd;female;01/05/2022;3;0.8;2500;0;429.798165137615
dog;german sheperd;female;01/05/2022;3;0.9;2500;0;493.871559633027
dog;german sheperd;female;01/05/2022;3;1;2500;0;686.752293577982
dog;german sheperd;female;01/05/2020;3;0.6;1000;0;207.853211009174
dog;german sheperd;female;01/05/2020;3;0.7;1000;0;246.275229357798
dog;german sheperd;female;01/05/2020;3;0.8;1000;0;284.807339449541
dog;german sheperd;female;01/05/2020;3;0.9;1000;0;324
dog;german sheperd;female;01/05/2020;3;1;1000;0;395.339449541284
dog;german sheperd;female;01/05/2020;3;1;1200;0;447.412844036697
dog;german sheperd;female;01/05/2020;3;0.6;1200;0;232.293577981651
dog;german sheperd;female;01/05/2020;3;0.7;1200;0;276
dog;german sheperd;female;01/05/2020;3;0.8;1200;0;320.146788990826
dog;german sheperd;female;01/05/2020;3;0.9;1200;0;365.174311926605
dog;german sheperd;female;01/05/2020;3;1;1400;0;530.862385321101
dog;german sheperd;female;01/05/2020;3;1;1500;0;555.192660550459
dog;german sheperd;female;01/05/2020;3;0.6;1400;0;254.532110091743
dog;german sheperd;female;01/05/2020;3;0.7;1400;0;303.302752293578
dog;german sheperd;female;01/05/2020;3;0.8;1400;0;352.844036697248
dog;german sheperd;female;01/05/2020;3;0.9;1400;0;403.48623853211
dog;german sheperd;female;01/05/2020;3;1;1600;0;578.862385321101
dog;german sheperd;female;01/05/2020;3;1;1800;0;655.926605504587
dog;german sheperd;female;01/05/2020;3;0.6;1500;0;265.211009174312
dog;german sheperd;female;01/05/2020;3;0.7;1500;0;316.183486238532
dog;german sheperd;female;01/05/2020;3;0.8;1500;0;368.587155963303
dog;german sheperd;female;01/05/2020;3;0.9;1500;0;421.43119266055
dog;german sheperd;female;01/05/2020;3;1;2000;0;701.394495412844
dog;german sheperd;female;01/05/2020;3;1;2500;0;807.853211009174
dog;german sheperd;female;01/05/2020;3;0.6;1600;0;275.669724770642
dog;german sheperd;female;01/05/2020;3;0.7;1600;0;328.844036697248
dog;german sheperd;female;01/05/2020;3;0.8;1600;0;383.669724770642
dog;german sheperd;female;01/05/2020;3;0.9;1600;0;439.266055045871
dog;german sheperd;female;01/05/2020;3;0.6;1800;0;295.48623853211
dog;german sheperd;female;01/05/2020;3;0.7;1800;0;353.174311926605
dog;german sheperd;female;01/05/2020;3;0.8;1800;0;412.51376146789
dog;german sheperd;female;01/05/2020;3;0.9;1800;0;472.954128440367
dog;german sheperd;female;01/05/2020;3;0.6;2000;0;314.642201834862
dog;german sheperd;female;01/05/2020;3;0.7;2000;0;376.51376146789
dog;german sheperd;female;01/05/2020;3;0.8;2000;0;440.256880733945
dog;german sheperd;female;01/05/2020;3;0.9;2000;0;505.321100917431
dog;german sheperd;female;01/05/2020;3;0.6;2500;0;360.330275229358
dog;german sheperd;female;01/05/2020;3;0.7;2500;0;431.669724770642
dog;german sheperd;female;01/05/2020;3;0.8;2500;0;505.43119266055
dog;german sheperd;female;01/05/2020;3;0.9;2500;0;581.284403669725
dog;golden-retriever;female;01/01/2024;3;0.6;1000;0;213.908256880734
dog;golden-retriever;female;01/01/2024;3;0.7;1000;0;253.321100917431
dog;golden-retriever;female;01/01/2024;3;0.8;1000;0;293.174311926605
dog;golden-retriever;female;01/01/2024;3;0.9;1000;0;333.357798165138
dog;golden-retriever;female;01/01/2024;3;0.6;1200;0;239.119266055046
dog;golden-retriever;female;01/01/2024;3;0.7;1200;0;284.036697247706
dog;golden-retriever;female;01/01/2024;3;0.8;1200;0;329.834862385321
dog;golden-retriever;female;01/01/2024;3;0.9;1200;0;375.853211009174
dog;golden-retriever;female;01/01/2024;3;0.6;1400;0;262.018348623853
dog;golden-retriever;female;01/01/2024;3;0.7;1400;0;312.220183486239
dog;golden-retriever;female;01/01/2024;3;0.8;1400;0;363.412844036697
dog;golden-retriever;female;01/01/2024;3;0.9;1400;0;415.48623853211
dog;golden-retriever;female;01/01/2024;3;0.6;1500;0;273.137614678899
dog;golden-retriever;female;01/01/2024;3;0.7;1500;0;325.761467889908
dog;golden-retriever;female;01/01/2024;3;0.8;1500;0;379.376146788991
dog;golden-retriever;female;01/01/2024;3;0.9;1500;0;434.091743119266
dog;golden-retriever;female;01/01/2024;3;0.6;1600;0;283.816513761468
dog;golden-retriever;female;01/01/2024;3;0.7;1600;0;338.752293577982
dog;golden-retriever;female;01/01/2024;3;0.8;1600;0;394.788990825688
dog;golden-retriever;female;01/01/2024;3;0.9;1600;0;452.146788990826
dog;golden-retriever;female;01/01/2024;3;1;1000;0;407.229357798165
dog;golden-retriever;female;01/01/2024;3;1;1200;0;460.623853211009
dog;golden-retriever;female;01/01/2024;3;0.6;1800;0;304.293577981651
dog;golden-retriever;female;01/01/2024;3;0.7;1800;0;363.853211009174
dog;golden-retriever;female;01/01/2024;3;0.8;1800;0;424.733944954128
dog;golden-retriever;female;01/01/2024;3;0.9;1800;0;487.045871559633
dog;golden-retriever;female;01/01/2024;3;1;1400;0;546.605504587156
dog;golden-retriever;female;01/01/2024;3;1;1500;0;571.596330275229
dog;golden-retriever;female;01/01/2024;3;0.6;2000;0;324
dog;golden-retriever;female;01/01/2024;3;0.7;2000;0;387.853211009174
dog;golden-retriever;female;01/01/2024;3;0.8;2000;0;453.247706422018
dog;golden-retriever;female;01/01/2024;3;0.9;2000;0;520.403669724771
dog;golden-retriever;female;01/01/2024;3;1;1600;0;596.036697247706
dog;golden-retriever;female;01/01/2024;3;1;1800;0;675.412844036697
dog;golden-retriever;female;01/01/2024;3;0.6;2500;0;371.009174311927
dog;golden-retriever;female;01/01/2024;3;0.7;2500;0;444.770642201835
dog;golden-retriever;female;01/01/2024;3;0.8;2500;0;520.623853211009
dog;golden-retriever;female;01/01/2024;3;0.9;2500;0;598.45871559633
dog;golden-retriever;female;01/01/2024;3;1;2000;0;722.091743119266
dog;golden-retriever;female;01/01/2024;3;1;2500;0;831.743119266055
