specie;breed;gender;birthdate;insurance_carrier;r;l;d;commercialPremium
dog;golden-retriever;female;01/05/2022;3;0.6;1000;0;227.559633027523
dog;golden-retriever;female;01/05/2022;3;0.7;1000;0;269.284403669725
dog;golden-retriever;female;01/05/2022;3;0.8;1000;0;311.779816513761
dog;golden-retriever;female;01/05/2022;3;0.9;1000;0;354.495412844037
dog;golden-retriever;female;01/05/2022;3;1;1000;0;432.770642201835
dog;golden-retriever;female;01/05/2022;3;0.6;1200;0;254.201834862385
dog;golden-retriever;female;01/05/2022;3;0.7;1200;0;301.761467889908
dog;golden-retriever;female;01/05/2022;3;0.8;1200;0;350.311926605505
dog;golden-retriever;female;01/05/2022;3;0.9;1200;0;399.633027522936
dog;golden-retriever;female;01/05/2022;3;1;1200;0;489.247706422018
dog;golden-retriever;female;01/05/2022;3;0.6;1400;0;278.642201834862
dog;golden-retriever;female;01/05/2022;3;0.7;1400;0;331.816513761468
dog;golden-retriever;female;01/05/2022;3;0.8;1400;0;386.091743119266
dog;golden-retriever;female;01/05/2022;3;0.9;1400;0;441.247706422018
dog;golden-retriever;female;01/05/2022;3;1;1400;0;580.733944954128
dog;golden-retriever;female;01/05/2022;3;0.6;1500;0;289.981651376147
dog;golden-retriever;female;01/05/2022;3;0.7;1500;0;346.018348623853
dog;golden-retriever;female;01/05/2022;3;0.8;1500;0;403.266055045872
dog;golden-retriever;female;01/05/2022;3;0.9;1500;0;461.284403669725
dog;golden-retriever;female;01/05/2022;3;1;1500;0;607.376146788991
dog;golden-retriever;female;01/05/2022;3;0.6;1600;0;301.54128440367
dog;golden-retriever;female;01/05/2022;3;0.7;1600;0;359.889908256881
dog;golden-retriever;female;01/05/2022;3;0.8;1600;0;419.669724770642
dog;golden-retriever;female;01/05/2022;3;0.9;1600;0;480.330275229358
dog;golden-retriever;female;01/05/2022;3;1;1600;0;632.917431192661
dog;golden-retriever;female;01/05/2022;3;0.6;1800;0;323.119266055046
dog;golden-retriever;female;01/05/2022;3;0.7;1800;0;386.752293577982
dog;golden-retriever;female;01/05/2022;3;0.8;1800;0;451.266055045871
dog;golden-retriever;female;01/05/2022;3;0.9;1800;0;517.321100917431
dog;golden-retriever;female;01/05/2022;3;1;1800;0;717.467889908257
dog;golden-retriever;female;01/05/2022;3;0.6;2000;0;344.477064220183
dog;golden-retriever;female;01/05/2022;3;0.7;2000;0;411.853211009174
dog;golden-retriever;female;01/05/2022;3;0.8;2000;0;481.761467889908
dog;golden-retriever;female;01/05/2022;3;0.9;2000;0;552.880733944954
dog;golden-retriever;female;01/05/2022;3;1;2000;0;767.229357798165
dog;golden-retriever;female;01/05/2022;3;0.6;2500;0;393.908256880734
dog;golden-retriever;female;01/05/2022;3;0.7;2500;0;472.403669724771
dog;golden-retriever;female;01/05/2022;3;0.8;2500;0;553.100917431193
dog;golden-retriever;female;01/05/2022;3;0.9;2500;0;635.669724770642
dog;golden-retriever;female;01/05/2022;3;1;2500;0;883.816513761468
dog;golden-retriever;female;01/05/2020;3;0.6;1000;0;267.522935779817
dog;golden-retriever;female;01/05/2020;3;0.7;1000;0;316.954128440367
dog;golden-retriever;female;01/05/2020;3;0.8;1000;0;366.495412844037
dog;golden-retriever;female;01/05/2020;3;0.9;1000;0;417.02752293578
dog;golden-retriever;female;01/05/2020;3;1;1000;0;508.844036697248
dog;golden-retriever;female;01/05/2020;3;1;1200;0;575.779816513761
dog;golden-retriever;female;01/05/2020;3;0.6;1200;0;298.899082568807
dog;golden-retriever;female;01/05/2020;3;0.7;1200;0;355.155963302752
dog;golden-retriever;female;01/05/2020;3;0.8;1200;0;412.073394495413
dog;golden-retriever;female;01/05/2020;3;0.9;1200;0;469.981651376147
dog;golden-retriever;female;01/05/2020;3;1;1400;0;683.229357798165
dog;golden-retriever;female;01/05/2020;3;1;1500;0;714.605504587156
dog;golden-retriever;female;01/05/2020;3;0.6;1400;0;327.633027522936
dog;golden-retriever;female;01/05/2020;3;0.7;1400;0;390.275229357798
dog;golden-retriever;female;01/05/2020;3;0.8;1400;0;454.128440366972
dog;golden-retriever;female;01/05/2020;3;0.9;1400;0;519.302752293578
dog;golden-retriever;female;01/05/2020;3;1;1600;0;744.990825688073
dog;golden-retriever;female;01/05/2020;3;1;1800;0;844.183486238532
dog;golden-retriever;female;01/05/2020;3;0.6;1500;0;341.394495412844
dog;golden-retriever;female;01/05/2020;3;0.7;1500;0;407.009174311927
dog;golden-retriever;female;01/05/2020;3;0.8;1500;0;474.385321100917
dog;golden-retriever;female;01/05/2020;3;0.9;1500;0;542.422018348624
dog;golden-retriever;female;01/05/2020;3;1;2000;0;902.752293577982
dog;golden-retriever;female;01/05/2020;3;1;2500;0;1039.70642201835
dog;golden-retriever;female;01/05/2020;3;0.6;1600;0;354.715596330275
dog;golden-retriever;female;01/05/2020;3;0.7;1600;0;423.192660550459
dog;golden-retriever;female;01/05/2020;3;0.8;1600;0;493.761467889908
dog;golden-retriever;female;01/05/2020;3;0.9;1600;0;565.321100917431
dog;golden-retriever;female;01/05/2020;3;0.6;1800;0;380.256880733945
dog;golden-retriever;female;01/05/2020;3;0.7;1800;0;454.56880733945
dog;golden-retriever;female;01/05/2020;3;0.8;1800;0;530.862385321101
dog;golden-retriever;female;01/05/2020;3;0.9;1800;0;608.697247706422
dog;golden-retriever;female;01/05/2020;3;0.6;2000;0;405.02752293578
dog;golden-retriever;female;01/05/2020;3;0.7;2000;0;484.623853211009
dog;golden-retriever;female;01/05/2020;3;0.8;2000;0;566.642201834862
dog;golden-retriever;female;01/05/2020;3;0.9;2000;0;650.311926605505
dog;golden-retriever;female;01/05/2020;3;0.6;2500;0;463.706422018349
dog;golden-retriever;female;01/05/2020;3;0.7;2500;0;555.522935779816
dog;golden-retriever;female;01/05/2020;3;0.8;2500;0;650.532110091743
dog;golden-retriever;female;01/05/2020;3;0.9;2500;0;748.183486238532
dog;australian sheperd;female;01/01/2024;4;0.6;1000;0;119.009174311927
dog;australian sheperd;female;01/01/2024;4;0.6;2000;0;155.889908256881
dog;australian sheperd;female;01/01/2024;4;0.6;3000;0;246.385321100917
dog;australian sheperd;female;01/01/2024;4;0.8;1000;0;160.623853211009
dog;australian sheperd;female;01/01/2024;4;0.8;2000;0;226.788990825688
dog;australian sheperd;female;01/01/2024;4;0.8;3000;0;322.56880733945
dog;australian sheperd;female;01/01/2024;4;1;1000;0;198.275229357798
dog;australian sheperd;female;01/01/2024;4;1;2000;0;283.48623853211
dog;australian sheperd;female;01/01/2024;4;1;3000;0;447.963302752294
dog;australian sheperd;female;01/05/2022;4;0.6;1000;0;126.385321100917
dog;australian sheperd;female;01/05/2022;4;0.6;2000;0;165.688073394495
dog;australian sheperd;female;01/05/2022;4;0.6;3000;0;261.798165137615
dog;australian sheperd;female;01/05/2022;4;0.8;1000;0;170.642201834862
dog;australian sheperd;female;01/05/2022;4;0.8;2000;0;240.990825688073
dog;australian sheperd;female;01/05/2022;4;0.8;3000;0;342.715596330275
dog;australian sheperd;female;01/05/2022;4;1;1000;0;210.605504587156
dog;australian sheperd;female;01/05/2022;4;1;2000;0;301.211009174312
dog;australian sheperd;female;01/05/2022;4;1;3000;0;476.036697247706
dog;australian sheperd;female;01/05/2020;4;0.6;1000;0;141.247706422018
dog;australian sheperd;female;01/05/2020;4;0.6;2000;0;185.174311926605
dog;australian sheperd;female;01/05/2020;4;0.6;3000;0;292.623853211009
dog;australian sheperd;female;01/05/2020;4;0.8;1000;0;190.678899082569
dog;australian sheperd;female;01/05/2020;4;0.8;2000;0;269.284403669725
dog;australian sheperd;female;01/05/2020;4;0.8;3000;0;383.009174311927
dog;australian sheperd;female;01/05/2020;4;1;1000;0;235.376146788991
dog;australian sheperd;female;01/05/2020;4;1;2000;0;336.660550458716
dog;australian sheperd;female;01/05/2020;4;1;3000;0;531.963302752294
dog;german sheperd;female;01/01/2024;4;0.6;1000;0;145.43119266055
dog;german sheperd;female;01/01/2024;4;0.6;2000;0;190.56880733945
dog;german sheperd;female;01/01/2024;4;0.6;3000;0;301.211009174312
dog;german sheperd;female;01/01/2024;4;0.8;1000;0;196.293577981651
dog;german sheperd;female;01/01/2024;4;0.8;2000;0;277.211009174312
dog;german sheperd;female;01/01/2024;4;0.8;3000;0;394.348623853211
dog;german sheperd;female;01/01/2024;4;1;1000;0;242.422018348624
dog;german sheperd;female;01/01/2024;4;1;2000;0;346.56880733945
dog;german sheperd;female;01/01/2024;4;1;3000;0;547.706422018349
dog;german sheperd;female;01/05/2022;4;0.6;1000;0;154.56880733945
dog;german sheperd;female;01/05/2022;4;0.6;2000;0;202.56880733945
dog;german sheperd;female;01/05/2022;4;0.6;3000;0;320.036697247706
dog;german sheperd;female;01/05/2022;4;0.8;1000;0;208.623853211009
dog;german sheperd;female;01/05/2022;4;0.8;2000;0;294.605504587156
dog;german sheperd;female;01/05/2022;4;0.8;3000;0;419.009174311927
dog;german sheperd;female;01/05/2022;4;1;1000;0;257.504587155963
dog;german sheperd;female;01/05/2022;4;1;2000;0;368.256880733945
dog;german sheperd;female;01/05/2022;4;1;3000;0;581.94495412844
dog;german sheperd;female;01/05/2020;4;0.6;1000;0;172.733944954128
dog;german sheperd;female;01/05/2020;4;0.6;2000;0;226.348623853211
dog;german sheperd;female;01/05/2020;4;0.6;3000;0;357.688073394495
dog;german sheperd;female;01/05/2020;4;0.8;1000;0;233.174311926605
dog;german sheperd;female;01/05/2020;4;0.8;2000;0;329.284403669725
dog;german sheperd;female;01/05/2020;4;0.8;3000;0;468.330275229358
dog;german sheperd;female;01/05/2020;4;1;1000;0;287.889908256881
dog;german sheperd;female;01/05/2020;4;1;2000;0;411.522935779817
dog;german sheperd;female;01/05/2020;4;1;3000;0;650.422018348624
dog;golden-retriever;female;01/01/2024;4;0.6;1000;0;145.43119266055
dog;golden-retriever;female;01/01/2024;4;0.6;2000;0;190.56880733945
dog;golden-retriever;female;01/01/2024;4;0.6;3000;0;301.211009174312
dog;golden-retriever;female;01/01/2024;4;0.8;1000;0;196.293577981651
dog;golden-retriever;female;01/01/2024;4;0.8;2000;0;277.211009174312
dog;golden-retriever;female;01/01/2024;4;0.8;3000;0;394.348623853211
dog;golden-retriever;female;01/01/2024;4;1;1000;0;242.422018348624
dog;golden-retriever;female;01/01/2024;4;1;2000;0;346.56880733945
dog;golden-retriever;female;01/01/2024;4;1;3000;0;547.706422018349
dog;golden-retriever;female;01/05/2022;4;0.6;1000;0;154.56880733945
dog;golden-retriever;female;01/05/2022;4;0.6;2000;0;202.56880733945
dog;golden-retriever;female;01/05/2022;4;0.6;3000;0;320.036697247706
dog;golden-retriever;female;01/05/2022;4;0.8;1000;0;208.623853211009
dog;golden-retriever;female;01/05/2022;4;0.8;2000;0;294.605504587156
dog;golden-retriever;female;01/05/2022;4;0.8;3000;0;419.009174311927
dog;golden-retriever;female;01/05/2022;4;1;1000;0;257.504587155963
dog;golden-retriever;female;01/05/2022;4;1;2000;0;368.256880733945
dog;golden-retriever;female;01/05/2022;4;1;3000;0;581.94495412844
dog;golden-retriever;female;01/05/2020;4;0.6;1000;0;172.733944954128
dog;golden-retriever;female;01/05/2020;4;0.6;2000;0;226.348623853211
dog;golden-retriever;female;01/05/2020;4;0.6;3000;0;357.688073394495
dog;golden-retriever;female;01/05/2020;4;0.8;1000;0;233.174311926605
dog;golden-retriever;female;01/05/2020;4;0.8;2000;0;329.284403669725
dog;golden-retriever;female;01/05/2020;4;0.8;3000;0;468.330275229358
dog;golden-retriever;female;01/05/2020;4;1;1000;0;287.889908256881
dog;golden-retriever;female;01/05/2020;4;1;2000;0;411.522935779817
dog;golden-retriever;female;01/05/2020;4;1;3000;0;650.422018348624
dog;french bulldog;female;01/01/2024;4;0.6;1000;0;551.449541284404
dog;french bulldog;female;01/01/2024;4;0.6;2000;0;722.752293577982
dog;french bulldog;female;01/01/2024;4;0.6;3000;0;1142.20183486239
dog;french bulldog;female;01/01/2024;4;0.8;1000;0;744.440366972477
dog;french bulldog;female;01/01/2024;4;0.8;2000;0;1051.26605504587
dog;french bulldog;female;01/01/2024;4;0.8;3000;0;1495.26605504587
dog;french bulldog;female;01/01/2024;4;1;1000;0;919.045871559633
dog;french bulldog;female;01/01/2024;4;1;2000;0;1314.16513761468
dog;french bulldog;female;01/01/2024;4;1;3000;0;2076.77064220183
dog;french bulldog;female;01/05/2022;4;0.6;1000;0;585.908256880734
dog;french bulldog;female;01/05/2022;4;0.6;2000;0;768
dog;french bulldog;female;01/05/2022;4;0.6;3000;0;1213.65137614679
dog;french bulldog;female;01/05/2022;4;0.8;1000;0;791.009174311926
dog;french bulldog;female;01/05/2022;4;0.8;2000;0;1116.99082568807
dog;french bulldog;female;01/05/2022;4;0.8;3000;0;1588.73394495413
dog;french bulldog;female;01/05/2022;4;1;1000;0;976.51376146789
dog;french bulldog;female;01/05/2022;4;1;2000;0;1396.29357798165
dog;french bulldog;female;01/05/2022;4;1;3000;0;2206.56880733945
dog;french bulldog;female;01/05/2020;4;0.6;1000;0;654.825688073394
dog;french bulldog;female;01/05/2020;4;0.6;2000;0;858.275229357798
dog;french bulldog;female;01/05/2020;4;0.6;3000;0;1356.44036697248
dog;french bulldog;female;01/05/2020;4;0.8;1000;0;884.036697247706
dog;french bulldog;female;01/05/2020;4;0.8;2000;0;1248.44036697248
dog;french bulldog;female;01/05/2020;4;0.8;3000;0;1775.66972477064
dog;french bulldog;female;01/05/2020;4;1;1000;0;1091.33944954128
dog;french bulldog;female;01/05/2020;4;1;2000;0;1560.5504587156
dog;french bulldog;female;01/05/2020;4;1;3000;0;2466.2752293578
dog;australian sheperd;female;01/01/2024;5;0.75;3000;140;171.743119266055
dog;australian sheperd;female;01/01/2024;5;0.75;6000;140;203.559633027523
dog;australian sheperd;female;01/01/2024;5;0.75;3000;100;190.678899082569
dog;australian sheperd;female;01/01/2024;5;0.75;6000;100;226.348623853211
dog;australian sheperd;female;01/01/2024;5;0.75;3000;60;226.348623853211
dog;australian sheperd;female;01/01/2024;5;0.75;6000;60;269.174311926605
dog;australian sheperd;female;01/01/2024;5;0.85;3000;140;185.064220183486
dog;australian sheperd;female;01/01/2024;5;0.85;6000;140;219.633027522936
dog;australian sheperd;female;01/01/2024;5;0.85;3000;100;205.651376146789
dog;australian sheperd;female;01/01/2024;5;0.85;6000;100;244.293577981651
dog;australian sheperd;female;01/01/2024;5;0.85;3000;60;244.293577981651
dog;australian sheperd;female;01/01/2024;5;0.85;6000;60;290.752293577982
dog;german sheperd;female;01/01/2024;5;0.75;3000;140;220.293577981651
dog;german sheperd;female;01/01/2024;5;0.75;6000;140;261.137614678899
dog;german sheperd;female;01/01/2024;5;0.75;3000;100;244.51376146789
dog;german sheperd;female;01/01/2024;5;0.75;6000;100;294.275229357798
dog;german sheperd;female;01/01/2024;5;0.75;3000;60;290.311926605505
dog;german sheperd;female;01/01/2024;5;0.75;6000;60;345.247706422018
dog;german sheperd;female;01/01/2024;5;0.85;3000;140;237.467889908257
dog;german sheperd;female;01/01/2024;5;0.85;6000;140;281.724770642202
dog;german sheperd;female;01/01/2024;5;0.85;3000;100;263.779816513761
dog;german sheperd;female;01/01/2024;5;0.85;6000;100;313.321100917431
dog;german sheperd;female;01/01/2024;5;0.85;3000;60;313.321100917431
dog;german sheperd;female;01/01/2024;5;0.85;6000;60;372.880733944954
dog;golden-retriever;female;01/01/2024;5;0.75;3000;140;220.293577981651
dog;golden-retriever;female;01/01/2024;5;0.75;6000;140;261.137614678899
dog;golden-retriever;female;01/01/2024;5;0.75;3000;100;244.51376146789
dog;golden-retriever;female;01/01/2024;5;0.75;6000;100;294.275229357798
dog;golden-retriever;female;01/01/2024;5;0.75;3000;60;290.311926605505
dog;golden-retriever;female;01/01/2024;5;0.75;6000;60;345.247706422018
dog;golden-retriever;female;01/01/2024;5;0.85;3000;140;237.467889908257
dog;golden-retriever;female;01/01/2024;5;0.85;6000;140;281.724770642202
dog;golden-retriever;female;01/01/2024;5;0.85;3000;100;263.779816513761
dog;golden-retriever;female;01/01/2024;5;0.85;6000;100;313.321100917431
dog;golden-retriever;female;01/01/2024;5;0.85;3000;60;313.321100917431
dog;golden-retriever;female;01/01/2024;5;0.85;6000;60;372.880733944954
dog;french bulldog;female;01/01/2024;5;0.75;3000;140;295.155963302752
dog;french bulldog;female;01/01/2024;5;0.75;6000;140;349.981651376147
dog;french bulldog;female;01/01/2024;5;0.75;3000;100;327.743119266055
dog;french bulldog;female;01/01/2024;5;0.75;6000;100;389.064220183486
dog;french bulldog;female;01/01/2024;5;0.75;3000;60;389.064220183486
dog;french bulldog;female;01/01/2024;5;0.75;6000;60;462.605504587156
dog;french bulldog;female;01/01/2024;5;0.85;3000;140;318.165137614679
dog;french bulldog;female;01/01/2024;5;0.85;6000;140;377.504587155963
dog;french bulldog;female;01/01/2024;5;0.85;3000;100;353.394495412844
dog;french bulldog;female;01/01/2024;5;0.85;6000;100;419.889908256881
dog;french bulldog;female;01/01/2024;5;0.85;3000;60;419.889908256881
dog;french bulldog;female;01/01/2024;5;0.85;6000;60;499.706422018349
dog;french bulldog;female;01/01/2024;1;0.6;1100;0;391.211009174312
dog;french bulldog;female;01/01/2024;1;0.7;1500;20;472.935779816514
dog;french bulldog;female;01/01/2024;1;0.8;1800;30;590.518348623853
dog;french bulldog;female;01/01/2024;1;1;2500;75;1072.18348623853
dog;french bulldog;female;01/01/2024;1;0.9;2200;50;882.605504587156
dog;french bulldog;female;01/05/2022;1;0.6;1100;0;391.211009174312
dog;french bulldog;female;01/05/2022;1;0.7;1500;20;472.935779816514
dog;french bulldog;female;01/05/2022;1;0.8;1800;30;590.518348623853
dog;french bulldog;female;01/05/2022;1;1;2500;75;1072.18348623853
dog;french bulldog;female;01/05/2022;1;0.9;2200;50;882.605504587156
dog;french bulldog;female;01/05/2020;1;0.6;1100;0;432.715596330275
dog;french bulldog;female;01/05/2020;1;0.7;1500;20;565.412844036697
dog;french bulldog;female;01/05/2020;1;0.8;1800;30;716.903669724771
dog;french bulldog;female;01/05/2020;1;1;2500;75;1188.66055045872
dog;french bulldog;female;01/05/2020;1;0.9;2200;50;980.366972477064
dog;german sheperd;female;01/01/2022;1;0.6;1100;0;327.02752293578
dog;german sheperd;female;01/01/2022;1;0.7;1500;20;427.137614678899
dog;german sheperd;female;01/01/2022;1;0.8;1800;30;531.729357798165
dog;german sheperd;female;01/01/2022;1;0.9;2200;50;824.036697247706
dog;german sheperd;female;01/01/2022;1;1;2500;75;1004.25688073394
dog;golden-retriever;female;01/01/2024;2;0.5;1000;0;128.146788990826
dog;golden-retriever;female;01/01/2024;2;0.6;1000;0;148.073394495413
dog;golden-retriever;female;01/01/2024;2;0.7;1000;0;166.45871559633
dog;golden-retriever;female;01/01/2024;2;0.5;1500;0;155.779816513761
dog;golden-retriever;female;01/01/2024;2;0.6;1500;0;181.651376146789
dog;golden-retriever;female;01/01/2024;2;0.7;1500;0;205.321100917431
dog;golden-retriever;female;01/01/2024;2;0.5;2000;0;182.642201834862
dog;golden-retriever;female;01/01/2024;2;0.6;2000;0;214.678899082569
dog;golden-retriever;female;01/01/2024;2;0.7;2000;0;244.293577981651
dog;golden-retriever;female;01/01/2024;2;0.8;1000;0;190.238532110092
dog;golden-retriever;female;01/01/2024;2;0.9;1000;0;213.908256880734
dog;golden-retriever;female;01/01/2024;2;1;1000;0;309.137614678899
dog;golden-retriever;female;01/01/2024;2;0.8;1500;0;234.715596330275
dog;golden-retriever;female;01/01/2024;2;0.9;1500;0;264
dog;golden-retriever;female;01/01/2024;2;1;1500;0;381.467889908257
dog;golden-retriever;female;01/01/2024;2;0.8;2000;0;249.467889908257
dog;golden-retriever;female;01/01/2024;2;0.9;2000;0;272.807339449541
dog;golden-retriever;female;01/01/2024;2;1;2000;0;440.807339449541
dog;golden-retriever;female;01/01/2024;2;0.8;2500;0;261.467889908257
dog;golden-retriever;female;01/01/2024;2;0.9;2500;0;287.779816513761
dog;golden-retriever;female;01/01/2024;2;1;2500;0;467.669724770642
dog;golden-retriever;female;01/01/2024;2;0.8;3000;0;279.522935779817
dog;golden-retriever;female;01/01/2024;2;0.9;3000;0;309.467889908257
dog;golden-retriever;female;01/01/2024;2;1;3000;0;506.091743119266
dog;golden-retriever;female;14/05/2022;2;0.5;1000;0;136.183486238532
dog;golden-retriever;female;14/05/2022;2;0.6;1000;0;157.321100917431
dog;golden-retriever;female;14/05/2022;2;0.7;1000;0;176.807339449541
dog;golden-retriever;female;14/05/2022;2;0.5;1500;0;165.577981651376
dog;golden-retriever;female;14/05/2022;2;0.6;1500;0;193.100917431193
dog;golden-retriever;female;14/05/2022;2;0.7;1500;0;218.201834862385
dog;golden-retriever;female;14/05/2022;2;0.5;2000;0;194.091743119266
dog;golden-retriever;female;14/05/2022;2;0.6;2000;0;228.110091743119
dog;golden-retriever;female;14/05/2022;2;0.7;2000;0;259.596330275229
dog;golden-retriever;female;14/05/2022;2;0.8;1000;0;202.128440366972
dog;golden-retriever;female;14/05/2022;2;0.9;1000;0;227.229357798165
dog;golden-retriever;female;14/05/2022;2;1;1000;0;328.403669724771
dog;golden-retriever;female;14/05/2022;2;0.8;1500;0;249.467889908257
dog;golden-retriever;female;14/05/2022;2;0.9;1500;0;280.51376146789
dog;golden-retriever;female;14/05/2022;2;1;1500;0;405.247706422018
dog;golden-retriever;female;14/05/2022;2;0.8;2000;0;265.100917431193
dog;golden-retriever;female;14/05/2022;2;0.9;2000;0;289.761467889908
dog;golden-retriever;female;14/05/2022;2;1;2000;0;468.330275229358
dog;golden-retriever;female;14/05/2022;2;0.8;2500;0;277.871559633028
dog;golden-retriever;female;14/05/2022;2;0.9;2500;0;305.724770642202
dog;golden-retriever;female;14/05/2022;2;1;2500;0;496.954128440367
dog;golden-retriever;female;14/05/2022;2;0.8;3000;0;297.02752293578
dog;golden-retriever;female;14/05/2022;2;0.9;3000;0;328.954128440367
dog;golden-retriever;female;14/05/2022;2;1;3000;0;537.688073394495
dog;golden-retriever;female;14/05/2020;2;0.5;1000;0;168.220183486239
dog;golden-retriever;female;14/05/2020;2;0.6;1000;0;194.422018348624
dog;golden-retriever;female;14/05/2020;2;0.7;1000;0;218.422018348624
dog;golden-retriever;female;14/05/2020;2;0.5;1500;0;204.440366972477
dog;golden-retriever;female;14/05/2020;2;0.6;1500;0;238.45871559633
dog;golden-retriever;female;14/05/2020;2;0.7;1500;0;269.504587155963
dog;golden-retriever;female;14/05/2020;2;0.5;2000;0;239.779816513761
dog;golden-retriever;female;14/05/2020;2;0.6;2000;0;281.834862385321
dog;golden-retriever;female;14/05/2020;2;0.7;2000;0;320.807339449541
dog;golden-retriever;female;14/05/2020;2;0.8;1000;0;249.577981651376
dog;golden-retriever;female;14/05/2020;2;0.9;1000;0;280.844036697248
dog;golden-retriever;female;14/05/2020;2;1;1000;0;405.688073394495
dog;golden-retriever;female;14/05/2020;2;0.8;1500;0;308.146788990826
dog;golden-retriever;female;14/05/2020;2;0.9;1500;0;346.56880733945
dog;golden-retriever;female;14/05/2020;2;1;1500;0;500.587155963303
dog;golden-retriever;female;14/05/2020;2;0.8;2000;0;327.522935779816
dog;golden-retriever;female;14/05/2020;2;0.9;2000;0;357.908256880734
dog;golden-retriever;female;14/05/2020;2;1;2000;0;578.532110091743
dog;golden-retriever;female;14/05/2020;2;0.8;2500;0;343.155963302752
dog;golden-retriever;female;14/05/2020;2;0.9;2500;0;377.614678899082
dog;golden-retriever;female;14/05/2020;2;1;2500;0;613.761467889908
dog;golden-retriever;female;14/05/2020;2;0.8;3000;0;366.825688073394
dog;golden-retriever;female;14/05/2020;2;0.9;3000;0;406.348623853211
dog;golden-retriever;female;14/05/2020;2;1;3000;0;664.183486238532